pulled_at,event_id,event_title,event_slug,event_end_date,event_closed,total_market_volume_usd,event_volume_usd,event_liquidity_usd,event_open_interest_usd,named_candidates,placeholder_slots,candidate_1,prob_1,vol_1_usd,candidate_2,prob_2,vol_2_usd,candidate_3,prob_3,vol_3_usd,candidate_4,prob_4,vol_4_usd,candidate_5,prob_5,vol_5_usd,candidate_6,prob_6,vol_6_usd,candidate_7,prob_7,vol_7_usd,candidate_8,prob_8,vol_8_usd,candidate_9,prob_9,vol_9_usd,candidate_10,prob_10,vol_10_usd,candidate_11,prob_11,vol_11_usd,candidate_12,prob_12,vol_12_usd,candidate_13,prob_13,vol_13_usd,candidate_14,prob_14,vol_14_usd,candidate_15,prob_15,vol_15_usd,candidate_16,prob_16,vol_16_usd,candidate_17,prob_17,vol_17_usd,candidate_18,prob_18,vol_18_usd,candidate_19,prob_19,vol_19_usd,candidate_20,prob_20,vol_20_usd,candidate_21,prob_21,vol_21_usd,candidate_22,prob_22,vol_22_usd,candidate_23,prob_23,vol_23_usd,candidate_24,prob_24,vol_24_usd,candidate_25,prob_25,vol_25_usd,candidate_26,prob_26,vol_26_usd,candidate_27,prob_27,vol_27_usd,candidate_28,prob_28,vol_28_usd,candidate_29,prob_29,vol_29_usd,candidate_30,prob_30,vol_30_usd,candidate_31,prob_31,vol_31_usd,candidate_32,prob_32,vol_32_usd,candidate_33,prob_33,vol_33_usd,candidate_34,prob_34,vol_34_usd
2026-06-23T14:24:24Z,45017,Michigan Democratic Senate Primary Winner,michigan-democratic-senate-primary-winner,2026-08-04T00:00:00Z,False,653918.33,653918.3316259999,92872.66702,52970.57436599999,9,11,Abdul El-Sayed,0.725,151703.4,Haley Stevens,0.215,42671.1,Mallory McMorrow,0.050,47263.25,Dana Nessel,0.001,47642.78,Rashida Tlaib,0.001,48645.77,Sarah Anthony,0.001,33007.75,Kristen McDonald Rivet,0.001,137874.68,Andy Levin,0.001,31025.79,Matt Sahr,0.001,114083.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,57176,Michigan Governor Election Winner,michigan-governor-winner-2026,2026-11-03T00:00:00Z,False,185505.43,185505.42921300005,30318.58925,17172.478515,3,10,the Democrats,0.830,42064.27,the Republicans,0.160,143154.81,an independent,0.036,286.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,57658,Michigan Senate Election Winner,michigan-senate-election-winner,2026-11-03T00:00:00Z,False,117337.71,117337.71353900012,9481.5519,14268.374945,3,10,the Democrats,0.700,83289.22,the Republicans,0.275,34048.5,a candidate not listed above,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,191508,MI-11 House Election Winner,mi-11-house-election-winner,2026-11-03T00:00:00Z,False,56343.4,56343.39587799998,17776.86445,2693.650564,8,0,the Democratic Party,0.957,44060.79,the Republican Party,0.032,12282.6,another party,,0.0,B,,0.0,D,,0.0,A,,0.0,C,,0.0,E,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,226227,MI-10 Democratic Primary Winner,mi-10-democratic-primary-winner-185,2026-08-04T00:00:00Z,False,49534.64,49534.637088999996,20440.86273,5543.228577,5,26,Eric Chung,0.445,5207.7,Christina Hines,0.385,5381.91,Tim Greimel,0.155,32401.15,Tripp Adams,0.002,3505.43,Brian Jaye,0.002,3038.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,191504,MI-02 House Election Winner,mi-02-house-election-winner,2026-11-03T00:00:00Z,False,46852.95,46852.952397000015,30444.2296,4137.509597,8,0,the Republican Party,0.945,21658.12,the Democratic Party,0.065,25194.83,another party,,0.0,B,,0.0,D,,0.0,A,,0.0,C,,0.0,E,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,101860,Michigan Governor Republican Primary Winner,michigan-governor-republican-primary-winner,2026-08-04T00:00:00Z,False,44017.28,44017.28201999999,69053.23846,4277.580736,34,1,John James,0.830,13874.48,Mike Cox,0.074,5493.76,Perry Johnson,0.070,13203.07,Karla Wagner,0.013,1148.27,Ralph Rebandt,0.004,1332.65,Evan Space,0.004,1248.43,Aric Nesbitt,0.003,2292.28,Anthony Hudson,0.003,1404.31,Tom Leonard,0.002,1739.27,William Null,0.002,1220.59,Joyce Gipson,0.002,1060.17,Candidate D,,0.0,Candidate F,,0.0,Candidate H,,0.0,Candidate J,,0.0,Candidate L,,0.0,Candidate N,,0.0,Candidate P,,0.0,Candidate R,,0.0,Candidate T,,0.0,Candidate V,,0.0,Candidate X,,0.0,Candidate Z,,0.0,Candidate E,,0.0,Candidate G,,0.0,Candidate I,,0.0,Candidate K,,0.0,Candidate M,,0.0,Candidate O,,0.0,Candidate Q,,0.0,Candidate S,,0.0,Candidate U,,0.0,Candidate W,,0.0,Candidate Y,,0.0
2026-06-23T14:24:24Z,191510,MI-13 House Election Winner,mi-13-house-election-winner,2026-11-03T00:00:00Z,False,36981.68,36981.682607,20790.87644,2889.5692950000002,8,0,the Democratic Party,0.969,22775.19,the Republican Party,0.021,14206.5,A,,0.0,C,,0.0,E,,0.0,another party,,0.0,B,,0.0,D,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,191509,MI-12 House Election Winner,mi-12-house-election-winner,2026-11-03T00:00:00Z,False,28897.65,28897.653846,22673.8256,2361.957262,8,0,the Democratic Party,0.935,17722.22,the Republican Party,0.050,11175.44,A,,0.0,C,,0.0,E,,0.0,another party,,0.0,B,,0.0,D,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23T14:24:24Z,191506,MI-06 House Election Winner,mi-06-house-election-winner,2026-11-03T00:00:00Z,False,28120.07,28120.073233999992,36904.5969,3634.099322,8,0,the Democratic Party,0.935,16851.16,the Republican Party,0.065,11268.92,A,,0.0,C,,0.0,E,,0.0,another party,,0.0,B,,0.0,D,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
